ISIN/Cusip,Fund Name,Fund Number,Transaction Type,Purchases,Sales,Holdings,Price per share,Trade Date,Currency,Entity,Comments
US5007541064,Fund 122,Fund 122,Beginning Holdings,,,724,,11-5-2015,USD,Client 2,
US5007541064,Fund 122,Fund 122,Purchase,445,,,70.67,12-18-2015,USD,Client 2,
US5007541064,Fund 122,Fund 122,Purchase,439,,,76.16,1-28-2016,USD,Client 2,
US5007541064,Fund 122,Fund 122,Sale,,1608,,78.099999999999994,4-22-2016,USD,Client 2,
US5007541064,Fund 122,Fund 122,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Beginning Holdings,,,14273,,11-5-2015,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,2167,,77.486687000000003,4-7-2016,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,224,,89.454329999999999,9-30-2016,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,1018,,90.776572000000002,3-31-2017,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,100,,85.759799999999998,6-30-2017,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,561,,60.75,4-19-2018,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,703,,,55.66,10-30-2018,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,2271,,,46.831600000000002,1-30-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,8042,,31.87,7-31-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,4495,,,28.15,9-19-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,End Holdings,,,9630,,11-5-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,7000,,,65.480356,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,7000,,,65.493414999999999,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,7000,,65.480356,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,8800,,,60.779837000000001,4-13-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,3800,,64.023157999999995,7-6-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6300,,,60.428272999999997,7-23-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,3900,,,54.709009000000002,9-28-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,9000,,55.905631,10-18-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,2200,,55.705680000000001,10-29-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,5600,,,54.210425999999998,10-31-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,3600,,53.252493999999999,11-6-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,4200,,53.899403,11-12-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6200,,,32.722462999999998,4-24-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6000,,,25.310410999999998,8-14-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,End Holdings,,,21000,,11-5-2019,USD,Client 2,
US5007541064,Fund 127,Fund 127,Beginning Holdings,,,9200,,11-5-2015,USD,Client 2,
US5007541064,Fund 127,Fund 127,Sale,,9200,,91.123999999999995,5-22-2017,USD,Client 2,
US5007541064,Fund 127,Fund 127,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Beginning Holdings,,,80652,,11-5-2015,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4400,,,69.2,1-15-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,5000,,,76.16,1-28-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4000,,,89.55,9-28-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3700,,87.57,12-23-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,7400,,,89.41,1-26-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4000,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3600,,90.81,3-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4200,,89.41,6-16-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3500,,87.46,7-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4100,,,77.33,10-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4100,,81.37,11-30-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,5300,,,62.29,3-29-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,8800,,57.66,4-27-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,11400,,56.38,4-30-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4800,,,57.92,6-6-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,10500,,62.82,6-29-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4000,,60.25,7-31-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,3991,,,54.97,10-31-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4960,,,44.85,12-20-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4892,,48.06,1-31-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4480,,47.76,2-1-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,5990,,32.1,3-8-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,7207,,,27.65,5-31-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,8819,,,25.52,8-30-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,End Holdings,,,67467,,11-5-2019,USD,Client 2,
US5007541064,Fund 130,Fund 130,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,1137,,,83.403300000000002,11-29-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,1138,,,83.182199999999995,11-30-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,279,,,80.657600000000002,12-1-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,1808,,,80.750200000000007,12-2-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,804,,,80.826700000000002,12-5-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,3615,,,79.984200000000001,12-6-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,3615,,,80.900999999999996,12-7-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,3608,,,83.67,12-9-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,141,,,85.136600000000001,12-13-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,2263,,,84.976200000000006,12-14-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Purchase,2421,,,85.388800000000003,12-15-2016,USD,Client 2,
US5007541064,Fund 130,Fund 130,Sale,,1288,,86.16,7-21-2017,USD,Client 2,
US5007541064,Fund 130,Fund 130,Sale,,19541,,86.47,8-11-2017,USD,Client 2,
US5007541064,Fund 130,Fund 130,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 131,Fund 131,Beginning Holdings,,,1164,,11-5-2015,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,1164,,70.878,12-9-2015,USD,Client 2,
US5007541064,Fund 131,Fund 131,Purchase,860,,,76.764700000000005,3-8-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,11,,78.849999999999994,4-4-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,48,,78.361099999999993,4-8-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,60,,78.7,4-26-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,9,,78.069999999999993,4-29-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,226,,85.552099999999996,5-10-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,12,,84.84,6-15-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,156,,88.988,7-13-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,338,,88.556399999999996,7-14-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Purchase,389,,,89.427800000000005,9-7-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Purchase,24,,,88.56,9-12-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Purchase,2726,,,88.604900000000001,9-29-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,2726,,88.284800000000004,11-1-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,8,,84.05,11-4-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Purchase,93,,,82.53,11-18-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,490,,82.952500000000001,12-7-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,Sale,,8,,82.478700000000003,12-8-2016,USD,Client 2,
US5007541064,Fund 131,Fund 131,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 135,Fund 135,Beginning Holdings,,,13174,,11-5-2015,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,822,,,74.64,11-25-2015,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,558,,,70.17,1-19-2016,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,721,,,78.03,3-16-2016,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,594,,,78.73,4-25-2016,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,616,,,78.36,4-28-2016,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,573,,,89.51,9-30-2016,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,2496,,,87.92,1-17-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,697,,88.41,2-1-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,661,,92.94,2-23-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,1373,,91.06,3-14-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,805,,,91.41,3-28-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,822,,90.81,3-31-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,585,,92.29,4-25-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,691,,,80.75,8-31-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,692,,81.459999999999994,9-7-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,746,,,77.739999999999995,10-13-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,750,,77.3,10-27-2017,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,779,,78.64,1-16-2018,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,1057,,,62.14,6-19-2018,USD,Client 2,
US5007541064,Fund 135,Fund 135,Sale,,1222,,48.71,12-7-2018,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,1294,,,44.49,1-4-2019,USD,Client 2,
US5007541064,Fund 135,Fund 135,Purchase,2210,,,31.04,6-28-2019,USD,Client 2,
US5007541064,Fund 135,Fund 135,End Holdings,,,18776,,11-5-2019,USD,Client 2,
US5007541064,Fund 138,Fund 138,Beginning Holdings,,,74697,,11-5-2015,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,2310,,72.08,11-10-2015,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,2071,,,71.92,12-17-2015,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,1886,,,71.92,2-12-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,1780,,88.41,7-25-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,2535,,89.49,8-31-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,3313,,88.95,10-31-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,2968,,81.650000000000006,11-30-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,2472,,,84.94,12-13-2016,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,1645,,88.84,1-25-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,1617,,88.41,2-1-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,1640,,,88.61,2-2-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,1642,,,91.16,3-6-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,1614,,91.5,4-13-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,1832,,,80.75,8-31-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,2011,,77.3,10-26-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Sale,,1918,,79.36,12-7-2017,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,3219,,,47.53,1-18-2019,USD,Client 2,
US5007541064,Fund 138,Fund 138,Purchase,5048,,,31.45,5-23-2019,USD,Client 2,
US5007541064,Fund 138,Fund 138,End Holdings,,,72796,,11-5-2019,USD,Client 2,
US5007541064,Fund 139,Fund 139,Beginning Holdings,,,171377,,11-5-2015,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3808,,,74.069999999999993,11-23-2015,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,4002,,,71.17,1-20-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3536,,,76.22,3-10-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3601,,,77.78,3-15-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3709,,,78.56,3-31-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,3367,,88.48,6-30-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3378,,,87.8,7-12-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3600,,,89.47,8-23-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,2418,,,89.069199999999995,9-8-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,217,,,87.45,9-9-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,3546,,,88.95,10-31-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,1384,,,82.44,11-23-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,6228,,,82.44,11-23-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,3954,,85.98,12-20-2016,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,5333,,,89.29,1-31-2017,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,3965,,92.99,5-26-2017,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,4461,,,86.22,7-24-2017,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,5209,,77.33,10-31-2017,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,14988,,,79.66,1-19-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,1698,,,79.66,1-19-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,6870,,78.39,1-31-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,10101,,,55.54,10-1-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Sale,,9189,,54.97,10-31-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,9958,,,51.07,11-26-2018,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,18289,,,30.41,6-13-2019,USD,Client 2,
US5007541064,Fund 139,Fund 139,Purchase,20761,,,28.96,9-10-2019,USD,Client 2,
US5007541064,Fund 139,Fund 139,End Holdings,,,263839,,11-5-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,Beginning Holdings,,,2833,,11-5-2015,USD,Client 2,
US5007541064,Fund 140,Fund 140,Sale,,1762,,47.64,2-13-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,Sale,,543,,33.19,2-28-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,Purchase,1699,,,29.06,5-28-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,Purchase,389,,,28.67,6-4-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,Purchase,493,,,25,8-27-2019,USD,Client 2,
US5007541064,Fund 140,Fund 140,End Holdings,,,3109,,11-5-2019,USD,Client 2,
US5007541064,Fund 145,Fund 145,Beginning Holdings,,,1698,,11-5-2015,USD,Client 2,
US5007541064,Fund 145,Fund 145,Sale,,400,,70.900000000000006,11-12-2015,USD,Client 2,
US5007541064,Fund 145,Fund 145,Sale,,300,,82.53,11-18-2016,USD,Client 2,
US5007541064,Fund 145,Fund 145,Sale,,286,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 145,Fund 145,Sale,,180,,79.849999999999994,11-13-2017,USD,Client 2,
US5007541064,Fund 145,Fund 145,End Holdings,,,532,,11-5-2019,USD,Client 2,
US5007541064,Fund 146,Fund 146,Beginning Holdings,,,229,,11-5-2015,USD,Client 2,
US5007541064,Fund 146,Fund 146,Sale,,100,,86.46,12-16-2016,USD,Client 2,
US5007541064,Fund 146,Fund 146,End Holdings,,,129,,11-5-2019,USD,Client 2,
US5007541064,Fund 147,Fund 147,Beginning Holdings,,,246,,11-5-2015,USD,Client 2,
US5007541064,Fund 147,Fund 147,Sale,,70,,85.96,7-28-2016,USD,Client 2,
US5007541064,Fund 147,Fund 147,Sale,,59,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 147,Fund 147,Sale,,31,,29.28,9-11-2019,USD,Client 2,
US5007541064,Fund 147,Fund 147,End Holdings,,,86,,11-5-2019,USD,Client 2,
US5007541064,Fund 148,Fund 148,Beginning Holdings,,,1710,,11-5-2015,USD,Client 2,
US5007541064,Fund 148,Fund 148,Sale,,300,,86.46,12-16-2016,USD,Client 2,
US5007541064,Fund 148,Fund 148,Sale,,529,,79.38,11-14-2017,USD,Client 2,
US5007541064,Fund 148,Fund 148,Sale,,344,,60.69,7-20-2018,USD,Client 2,
US5007541064,Fund 148,Fund 148,End Holdings,,,537,,11-5-2019,USD,Client 2,
US5007541064,Fund 149,Fund 149,Beginning Holdings,,,275,,11-5-2015,USD,Client 2,
US5007541064,Fund 149,Fund 149,Sale,,100,,88.75,8-8-2016,USD,Client 2,
US5007541064,Fund 149,Fund 149,Sale,,33,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 149,Fund 149,Sale,,67,,29.28,9-11-2019,USD,Client 2,
US5007541064,Fund 149,Fund 149,End Holdings,,,75,,11-5-2019,USD,Client 2,
US5007541064,Fund 150,Fund 150,Beginning Holdings,,,240,,11-5-2015,USD,Client 2,
US5007541064,Fund 150,Fund 150,Sale,,100,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 150,Fund 150,Sale,,47,,29.28,9-11-2019,USD,Client 2,
US5007541064,Fund 150,Fund 150,End Holdings,,,93,,11-5-2019,USD,Client 2,
US5007541064,Fund 157,Fund 157,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 157,Fund 157,Purchase,286,,,32.89,3-28-2019,USD,Client 2,
US5007541064,Fund 157,Fund 157,Purchase,1679,,,29.06,5-28-2019,USD,Client 2,
US5007541064,Fund 157,Fund 157,Purchase,363,,,27.65,5-31-2019,USD,Client 2,
US5007541064,Fund 157,Fund 157,Purchase,474,,,25.33,8-23-2019,USD,Client 2,
US5007541064,Fund 157,Fund 157,End Holdings,,,2802,,11-5-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Beginning Holdings,,,37283,,11-5-2015,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,888,,,78.06,1-29-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,918,,,71.92,2-12-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,926,,78.03,3-16-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,942,,,78.900000000000006,3-30-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,973,,,78.47,4-8-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,910,,83.19,5-31-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,897,,,85.5,6-20-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,962,,,84.9,8-3-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,941,,,88.34,11-8-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,692,,,82.44,11-23-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1014,,83.22,11-28-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,990,,85.37,12-15-2016,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1137,,,88.95,1-20-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,962,,88.84,1-25-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,979,,,89.43,1-27-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,977,,90.8,3-7-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,969,,,91.51,3-10-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,975,,91.06,3-14-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,963,,,91.98,3-17-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1059,,90.81,3-31-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,950,,90.89,4-10-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,937,,,91.6,4-21-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1069,,83.75,7-11-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1163,,,80.75,8-31-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1563,,77.52,9-22-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1184,,77.33,10-31-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1119,,78.48,12-8-2017,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1184,,,79.67,1-25-2018,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1353,,,69.739999999999995,2-26-2018,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1366,,66.989999999999995,3-8-2018,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1609,,60.69,7-20-2018,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1836,,,43.57,12-28-2018,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1828,,45.13,1-9-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,1802,,,46.84,1-16-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,1809,,46.54,1-24-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,2633,,33.07,4-12-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,3159,,,31.11,5-24-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Purchase,3118,,,28.62,6-6-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,Sale,,3097,,28.61,10-23-2019,USD,Client 2,
US5007541064,Fund 158,Fund 158,End Holdings,,,37056,,11-5-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,Beginning Holdings,,,9319,,11-5-2015,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,825,,,73.010000000000005,12-16-2015,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,397,,,74.89,2-3-2016,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,647,,79.099999999999994,4-27-2016,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,681,,,86.1,6-29-2016,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,680,,85.63,7-27-2016,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,392,,,87.03,1-4-2017,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,870,,89.19,2-8-2017,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,367,,,92.59,5-24-2017,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,400,,86.46,8-9-2017,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,454,,79.28,12-13-2017,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,505,,,71.92,2-14-2018,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,682,,53.67,11-12-2018,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,740,,,48.38,12-11-2018,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,2523,,,43.57,12-28-2018,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,1944,,,45.33,1-7-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,696,,,46.84,1-16-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,Sale,,1597,,46.75,1-30-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,3573,,,32.090000000000003,3-15-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,Purchase,3070,,,28.68,5-29-2019,USD,Client 2,
US5007541064,Fund 159,Fund 159,End Holdings,,,19702,,11-5-2019,USD,Client 2,
US5007541064,Fund 160,Fund 160,Beginning Holdings,,,74097,,11-5-2015,USD,Client 2,Assumed Beginning holdings
US5007541064,Fund 160,Fund 160,Sale,,4856,,85.69,7-19-2017,USD,Client 2,
US5007541064,Fund 160,Fund 160,Sale,,3936,,86.67,8-1-2017,USD,Client 2,
US5007541064,Fund 160,Fund 160,Sale,,5447,,86.5,8-16-2017,USD,Client 2,
US5007541064,Fund 160,Fund 160,Sale,,28632,,77.52,9-22-2017,USD,Client 2,
US5007541064,Fund 160,Fund 160,Sale,,31226,,78.516999999999996,10-12-2017,USD,Client 2,
US5007541064,Fund 160,Fund 160,End Holdings,,,0,,11-5-2019,USD,Client 2,
